PreferredLoginDevice,Gender,Complain,CityTier,SatisfactionScore,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_Unified Payments Interface,PreferredOrderCat_Grocery,PreferredOrderCat_Laptop & Accessory,PreferredOrderCat_Mobile Phone,PreferredOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,Tenure(months),WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,NumberOfAddress,OrderAmountHikeFromlastYear(%),CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1353983707824433,0.06387248699794347,-0.8686106972755356,-0.6759758631252014,-0.8734061443717616,-0.4688584841022697,2.8746979081490416,2.6943224211319485,0.7157540503436195,0.45794073841240784,0
0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4947585723169892,-0.31851344313772895,-1.948440280639878,-0.6759758631252014,-1.2755140125359663,0.36648115687740696,-1.0298978030401271,-0.7908091655361434,-0.691016870736701,-0.7006349545814138,0
1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.25518510462729194,-0.06358948971394733,0.2112188860888068,0.29487722600614674,2.343456800941876,0.9233742508638582,-1.0298978030401271,-0.7908091655361434,-1.2537252391688294,-0.2439790192309079,0
1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5833220322866485,-0.5734373965615105,0.2112188860888068,-0.6759758631252014,2.343456800941876,0.9233742508638582,2.8746979081490416,1.8230395244649253,0.7157540503436195,0.1449334976493711,1
0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2239618307521026,-0.31851344313772895,1.2910484694531492,1.265730315137495,-0.06919040804335216,-1.0257515780887208,0.9224000525544573,2.258680972798437,0.9971082345596837,0.017404471914757066,0
1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6614026368902863,-0.8283613499852922,-0.8686106972755356,-0.6759758631252014,-0.4712982762075569,-1.3041981250819463,0.27163410068959587,-0.35516771720263196,-0.409662686520637,1.0978303779384069,0
1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0936922415412325,0.9561063239811791,0.2112188860888068,-0.6759758631252014,-0.8734061443717616,-1.0257515780887208,-1.0298978030401271,-0.7908091655361434,0.9971082345596837,-0.6483990656405157,0
1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.1353983707824433,-1.0832853034090737,1.2910484694531492,0.29487722600614674,-0.4712982762075569,0.36648115687740696,-0.3791318511752656,-0.35516771720263196,-0.12830850230457286,-0.07686498390826972,0
0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5833220322866485,-0.955823326697183,0.2112188860888068,-2.617682041387898,1.5392410646134667,0.08803460988418141,-1.0298978030401271,-0.7908091655361434,-0.409662686520637,-0.29866346546591055,0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.10417509690725398,-0.955823326697183,-0.8686106972755356,-0.6759758631252014,0.7350253282850573,-1.3041981250819463,-1.0298978030401271,-0.7908091655361434,-0.691016870736701,-0.7736835805222009,0
1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.781189370735135,0.7011823705573975,0.2112188860888068,0.29487722600614674,0.7350253282850573,-1.0257515780887208,-0.3791318511752656,-0.35516771720263196,0.9971082345596837,-0.06115340793776506,0
0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0936922415412325,0.19133446370983426,0.2112188860888068,1.265730315137495,-0.4712982762075569,1.4802673448503092,0.27163410068959587,0.0804737311308795,-0.409662686520637,-0.5327047334940742,1
1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.140549572269681,-0.44597541984961975,0.2112188860888068,0.29487722600614674,0.7350253282850573,-0.19041193710904417,0.27163410068959587,-0.35516771720263196,-0.409662686520637,2.8849323641491713,0
0.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1353983707824433,-1.2107472801209647,1.2910484694531492,0.29487722600614674,-0.4712982762075569,2.0371604388367603,-0.3791318511752656,-0.35516771720263196,-0.409662686520637,0.7821705334400902,0
1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9739055076963837,-0.8283613499852922,0.2112188860888068,-0.6759758631252014,-0.8734061443717616,-0.4688584841022697,-1.0298978030401271,-0.7908091655361434,-0.691016870736701,-0.4437404851416072,0
1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9739055076963837,2.1032641143881965,0.2112188860888068,0.29487722600614674,-0.8734061443717616,-0.4688584841022697,-1.0298978030401271,-0.7908091655361434,-0.12830850230457286,-0.8061269646690868,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1822557015108917,1.7208781842525238,0.2112188860888068,-0.6759758631252014,-0.8734061443717616,-1.0257515780887208,2.8746979081490416,2.6943224211319485,0.4343998661275554,0.5256841568826347,1
1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34374856459695124,-0.7008993732734013,0.2112188860888068,0.29487722600614674,1.5392410646134667,-1.3041981250819463,-0.3791318511752656,-0.35516771720263196,1.841170787207876,0.6364813744408675,0
1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.062468967666043,-0.5734373965615105,0.2112188860888068,2.2365834042688433,0.7350253282850573,1.7587138918435348,0.27163410068959587,-0.35516771720263196,-0.409662686520637,0.9223504385275781,0
1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0936922415412325,-0.7008993732734013,1.2910484694531492,0.29487722600614674,-0.4712982762075569,0.9233742508638582,0.27163410068959587,-0.35516771720263196,-0.12830850230457286,-0.21255586728989917,0
1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.25518510462729194,-0.7008993732734013,1.2910484694531492,0.29487722600614674,-0.4712982762075569,-0.7473050310954953,2.8746979081490416,2.258680972798437,1.559816602991812,0.04025767332639999,0
1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5416159030454375,-0.19105146642583815,-0.8686106972755356,-0.6759758631252014,1.5392410646134667,-0.19041193710904417,-1.0298978030401271,-0.35516771720263196,-0.691016870736701,-0.7877627849633022,0
0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0936922415412325,2.1032641143881965,1.2910484694531492,2.2365834042688433,2.343456800941876,0.9233742508638582,0.27163410068959587,0.0804737311308795,-0.409662686520637,-0.054419875378977765,1
1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.37497183847214055,-1.0832853034090737,0.2112188860888068,-1.6468289522565496,-0.4712982762075569,2.0371604388367603,-0.3791318511752656,-0.35516771720263196,1.2784624187757478,-0.24459115855443408,0
1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0936922415412325,0.06387248699794347,0.2112188860888068,-0.6759758631252014,-0.8734061443717616,1.7587138918435348,-1.0298978030401271,-0.7908091655361434,-1.2537252391688294,-1.363785888401407,0
1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5416159030454375,0.9561063239811791,-0.8686106972755356,0.29487722600614674,0.7350253282850573,-0.19041193710904417,-0.3791318511752656,0.0804737311308795,1.841170787207876,1.1290494834382405,0
1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.25518510462729194,-1.0832853034090737,0.2112188860888068,1.265730315137495,1.137133196449262,0.6449277038706326,0.27163410068959587,-0.35516771720263196,-0.409662686520637,-0.3961976643477434,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0936922415412325,-0.19105146642583815,0.2112188860888068,0.29487722600614674,-0.8734061443717616,-0.7473050310954953,-0.3791318511752656,-0.7908091655361434,-0.12830850230457286,-0.5712695108762212,0
1.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9739055076963837,2.1032641143881965,0.2112188860888068,1.265730315137495,-0.4712982762075569,-1.0257515780887208,0.27163410068959587,-0.35516771720263196,0.15304568191149126,-0.10441125346694624,0
1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.37497183847214055,-0.19105146642583815,-0.8686106972755356,-0.6759758631252014,-0.8734061443717616,0.6449277038706326,-0.3791318511752656,-0.7908091655361434,0.4343998661275554,-1.0522069727265977,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.37497183847214055,-0.8283613499852922,-0.8686106972755356,-0.6759758631252014,-1.2755140125359663,0.9233742508638582,-0.3791318511752656,-0.7908091655361434,-0.691016870736701,-0.815921193845505,0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.213478975386081,-1.2107472801209647,0.2112188860888068,1.265730315137495,-0.06919040804335216,-0.4688584841022697,0.27163410068959587,-0.35516771720263196,-1.2537252391688294,-0.6879840752285405,0
1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0936922415412325,0.8286443472692883,0.2112188860888068,2.2365834042688433,1.5392410646134667,-0.19041193710904417,-0.3791318511752656,0.0804737311308795,-0.409662686520637,0.04168599841462753,1
1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.25518510462729194,-0.955823326697183,0.2112188860888068,1.265730315137495,-0.4712982762075569,0.08803460988418141,-1.0298978030401271,-0.7908091655361434,1.841170787207876,2.26252746416749,1
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426822338211944,2.1032641143881965,-0.8686106972755356,-0.6759758631252014,0.33291746012085255,0.6449277038706326,-0.3791318511752656,-0.7908091655361434,-0.691016870736701,0.33551287370717836,0
1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.213478975386081,-0.5734373965615105,-3.0282698640042205,0.29487722600614674,-1.2755140125359663,0.6449277038706326,-1.0298978030401271,-0.7908091655361434,-1.2537252391688294,-0.973240999991725,0
1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1822557015108917,1.2110302774049606,0.2112188860888068,0.29487722600614674,-0.06919040804335216,-0.19041193710904417,0.27163410068959587,-0.35516771720263196,1.2784624187757478,-0.08686325952586364,0
1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6614026368902863,2.1032641143881965,1.2910484694531492,-0.6759758631252014,-0.4712982762075569,-1.0257515780887208,1.5731660044193188,0.516115179464391,1.2784624187757478,-0.4110930545535461,0
1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9739055076963837,1.3384922541168516,-0.8686106972755356,-0.6759758631252014,-0.4712982762075569,-0.4688584841022697,-0.3791318511752656,-0.7908091655361434,-0.691016870736701,-0.16419686073133344,0
1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0936922415412325,1.9758021376763055,0.2112188860888068,0.29487722600614674,-0.4712982762075569,0.6449277038706326,-0.3791318511752656,-0.35516771720263196,-0.9723710549527652,-0.576982811229132,1
1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.37497183847214055,2.1032641143881965,-0.8686106972755356,-0.6759758631252014,0.33291746012085255,-0.7473050310954953,2.22393195628418,1.8230395244649253,0.7157540503436195,-0.4706746153767581,0
1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.1353983707824433,1.8483401609644148,-0.8686106972755356,-0.6759758631252014,-0.8734061443717616,0.08803460988418141,-1.0298978030401271,-0.7908091655361434,-0.12830850230457286,-1.1342336420791017,0
0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4947585723169892,-1.2107472801209647,-0.8686106972755356,-2.617682041387898,-0.8734061443717616,-0.7473050310954953,-0.3791318511752656,-0.7908091655361434,-0.691016870736701,-0.45863587534741046,0
0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0936922415412325,-0.06358948971394733,1.2910484694531492,0.29487722600614674,-0.4712982762075569,-0.7473050310954953,-0.3791318511752656,-0.35516771720263196,-0.9723710549527652,-0.6798222175815251,1
